subject,label,MeanNN,SDNN,RMSSD,pNN50,pNN20,MedianNN,IQRNN,CVNN,MinNN,MaxNN,HR_mean,LF,HF,LF_HF
S2,baseline,743.6708860759494,257.6518170030517,333.81813203065514,75.9493670886076,86.07594936708861,781.25,312.5,0.3464594645658057,312.5,1828.125,80.68085106382978,0.03193223308760229,0.0929337902410147,0.3436019665698469
S2,baseline,784.375,266.1957302577042,325.84471500074835,70.66666666666667,84.0,812.5,296.875,0.3393730425596229,328.125,1828.125,76.49402390438247,0.0565153759944905,0.10650753654795003,0.530623257529265
S2,baseline,801.2764084507043,243.44336107513666,308.2014629119587,67.6056338028169,83.09859154929578,812.5,265.625,0.30381945419539164,328.125,1781.25,74.88052732765723,0.05803360300823576,0.10214903514138086,0.5681267858077514
S2,baseline,794.5523648648649,240.40728053391885,297.21276747878323,62.16216216216216,78.37837837837837,812.5,292.96875,0.30256946069854895,328.125,1734.375,75.51421737975019,0.020762680159097338,0.12492853315516957,0.1661964615666199
S2,baseline,802.2260273972603,239.62889028598718,302.25726853164065,57.534246575342465,78.08219178082192,843.75,265.625,0.2987049560875486,312.5,1734.375,74.79188900747064,0.01958754928069926,0.14264569810206215,0.13731608833155617
S2,baseline,786.106418918919,239.12741244910197,282.04558327426537,56.75675675675676,78.37837837837837,828.125,292.96875,0.30419216367417323,312.5,1734.375,76.32554391619661,0.01909991881219671,0.14500246717746956,0.1317213367743611
S2,baseline,795.6081081081081,249.6218881418903,294.5906162918157,59.45945945945946,81.08108108108108,835.9375,296.875,0.31374980420381965,312.5,1734.375,75.4140127388535,0.02266637830256998,0.12146300837433274,0.18661136922210286
S2,baseline,796.2415540540541,227.30399724219075,265.3037440872487,51.35135135135135,78.37837837837837,843.75,261.71875,0.2854711564410012,312.5,1578.125,75.35401750198886,0.018830221331627147,0.11184132620093257,0.1683655046954382
S2,baseline,793.0743243243244,188.58154839053802,208.35116932782972,50.0,78.37837837837837,843.75,140.625,0.23778546676719595,312.5,1375.0,75.6549520766773,0.03285763401464869,0.06882483980458956,0.47740952406049175
S2,baseline,815.5381944444445,156.57182721350526,162.9610705640037,52.77777777777778,76.38888888888889,843.75,109.375,0.19198589137834812,390.625,1375.0,73.57104843001596,0.02005266675635383,0.03070752220202078,0.6530213224118167
S2,baseline,794.1300675675676,168.49212340740988,188.4784686205871,56.75675675675676,81.08108108108108,828.125,152.34375,0.21217194800784184,390.625,1375.0,75.55437383674554,0.014147127172458555,0.10861252380346281,0.13025318514887058
S2,baseline,803.6024305555555,176.46181125183094,213.4190719314572,56.94444444444444,79.16666666666666,820.3125,140.625,0.21958844889236753,406.25,1453.125,74.66378611936268,0.020256365529650378,0.11929696007499664,0.16979783488964104
S2,baseline,806.9349315068494,181.77698665514785,219.60861996638855,64.38356164383562,80.82191780821918,828.125,140.625,0.2252684566718437,406.25,1453.125,74.35543766578249,0.017444817384175387,0.11940620088788573,0.14609641086022726
S2,baseline,799.1976351351351,216.8564453658873,280.2970919582898,71.62162162162163,83.78378378378379,812.5,207.03125,0.2713427015199055,343.75,1453.125,75.07529722589167,0.017283898903651965,0.1144673461499214,0.15099414361380153
S2,baseline,797.7311643835617,226.81514904536823,297.4170398889738,79.45205479452055,89.04109589041096,812.5,296.875,0.28432529550307495,343.75,1453.125,75.21330829085055,0.019991764285234272,0.11507681021161245,0.17372539479041707
S2,baseline,824.4357638888889,243.87993466489763,320.2923709752225,79.16666666666666,87.5,835.9375,242.1875,0.2958143561294678,343.75,1625.0,72.7770465912082,0.027312226569246964,0.11150464169576071,0.24494250780849194
